doc_id,matched_terms,fit_labels,fit_count
FI_001377,,,0
FI_001378,,,0
FI_001379,,,0
FI_001380,,,0
FI_001381,cryptocurrencies; blockchain,FIT8_Blockchain_DLT,1
FI_001382,financial literacy,FIT6_Financial_Education,1
FI_001383,remittances,FIT4_Workers_Remittances,1
FI_001384,,,0
FI_001385,mobile money,FIT1_Mobile_Money,1
FI_001386,,,0
FI_001387,financial literacy,FIT6_Financial_Education,1
FI_001388,financial literacy; financial education,FIT6_Financial_Education,1
FI_001389,,,0
FI_001390,non-bank,FIT2_Nonbank_Distribution,1
FI_001391,non-bank,FIT2_Nonbank_Distribution,1
FI_001392,non-bank,FIT2_Nonbank_Distribution,1
FI_001393,microcredit; microfinance,FIT7_Microfinance_Models,1
FI_001394,,,0
FI_001395,,,0
FI_001396,mobile money,FIT1_Mobile_Money,1
FI_001397,,,0
FI_001398,,,0
FI_001399,regulatory sandboxes,FIT5_Adapted_Regulation,1
FI_001400,cbdc; central bank digital currency,FIT8_Blockchain_DLT,1
FI_001401,financial literacy,FIT6_Financial_Education,1
FI_001402,financial literacy,FIT6_Financial_Education,1
FI_001403,consumer protection; financial literacy; financial education; financial knowledge,FIT5_Adapted_Regulation; FIT6_Financial_Education,2
FI_001404,,,0
FI_001405,,,0
FI_001406,,,0
FI_001407,financial literacy,FIT6_Financial_Education,1
FI_001408,,,0
FI_001409,,,0
FI_001410,financial literacy,FIT6_Financial_Education,1
FI_001411,,,0
FI_001412,financial literacy,FIT6_Financial_Education,1
FI_001413,,,0
FI_001414,financial literacy; financial capability,FIT6_Financial_Education,1
FI_001415,,,0
FI_001416,microfinance,FIT7_Microfinance_Models,1
FI_001417,,,0
FI_001418,remittance,FIT4_Workers_Remittances,1
FI_001419,mobile money,FIT1_Mobile_Money,1
FI_001420,psychometric; psychometrics,FIT3_Behavioral_Credit_Risk,1
FI_001421,,,0
FI_001422,microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001423,,,0
FI_001424,financial literacy,FIT6_Financial_Education,1
FI_001425,,,0
FI_001426,nonbank,FIT2_Nonbank_Distribution,1
FI_001427,,,0
FI_001428,,,0
FI_001429,credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_001430,,,0
FI_001431,financial literacy; financial capability,FIT6_Financial_Education,1
FI_001432,financial literacy; financial capabilities; financial knowledge,FIT6_Financial_Education,1
FI_001433,financial literacy; financial education,FIT6_Financial_Education,1
FI_001434,,,0
FI_001435,financial literacy,FIT6_Financial_Education,1
FI_001436,alternative data; credit scoring; alternative credit,FIT3_Behavioral_Credit_Risk,1
FI_001437,consumer protection; financial capability,FIT5_Adapted_Regulation; FIT6_Financial_Education,2
FI_001438,mobile money,FIT1_Mobile_Money,1
FI_001439,financial literacy; financial capability,FIT6_Financial_Education,1
FI_001440,mobile money; branchless banking,FIT1_Mobile_Money; FIT2_Nonbank_Distribution,2
FI_001441,mobile money,FIT1_Mobile_Money,1
FI_001442,mobile payment; cryptocurrencies,FIT1_Mobile_Money; FIT8_Blockchain_DLT,2
FI_001443,cryptocurrencies; blockchain,FIT8_Blockchain_DLT,1
FI_001444,financial literacy; financial capability,FIT6_Financial_Education,1
FI_001445,microfinance,FIT7_Microfinance_Models,1
FI_001446,mfis; microfinance; mfi,FIT7_Microfinance_Models,1
FI_001447,microfinance,FIT7_Microfinance_Models,1
FI_001448,microfinance,FIT7_Microfinance_Models,1
FI_001449,blockchain,FIT8_Blockchain_DLT,1
FI_001450,,,0
FI_001451,financial literacy,FIT6_Financial_Education,1
FI_001452,mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001453,mfis; microfinance; mfi,FIT7_Microfinance_Models,1
FI_001454,,,0
FI_001455,financial literacy,FIT6_Financial_Education,1
FI_001456,financial literacy,FIT6_Financial_Education,1
FI_001457,blockchain,FIT8_Blockchain_DLT,1
FI_001458,,,0
FI_001459,financial literacy; microfinance,FIT6_Financial_Education; FIT7_Microfinance_Models,2
FI_001460,,,0
FI_001461,,,0
FI_001462,,,0
FI_001463,,,0
FI_001464,cryptocurrencies; blockchain; cryptocurrency,FIT8_Blockchain_DLT,1
FI_001465,,,0
FI_001466,microfinance,FIT7_Microfinance_Models,1
FI_001467,microcredit; microfinance,FIT7_Microfinance_Models,1
FI_001468,,,0
FI_001469,microcredit; group lending; microfinance,FIT7_Microfinance_Models,1
FI_001470,financial literacy; financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_001471,,,0
FI_001472,microfinance,FIT7_Microfinance_Models,1
FI_001473,,,0
FI_001474,branchless banking,FIT2_Nonbank_Distribution,1
FI_001475,financial education,FIT6_Financial_Education,1
FI_001476,microcredit; microfinance,FIT7_Microfinance_Models,1
FI_001477,,,0
FI_001478,mobile money; microcredit,FIT1_Mobile_Money; FIT7_Microfinance_Models,2
FI_001479,,,0
FI_001480,microcredit,FIT7_Microfinance_Models,1
FI_001481,,,0
FI_001482,microfinance,FIT7_Microfinance_Models,1
FI_001483,,,0
FI_001484,financial literacy,FIT6_Financial_Education,1
FI_001485,microcredit; microfinance; roscas; mfis; rotating savings; rosca; microfinance institutions,FIT7_Microfinance_Models,1
FI_001486,financial literacy,FIT6_Financial_Education,1
FI_001487,,,0
FI_001488,,,0
FI_001489,microcredit; microfinance,FIT7_Microfinance_Models,1
FI_001490,remittances,FIT4_Workers_Remittances,1
FI_001491,financial literacy; financial capability,FIT6_Financial_Education,1
FI_001492,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_001493,financial literacy; financial capability; financial knowledge,FIT6_Financial_Education,1
FI_001494,financial literacy; financial education; financial knowledge; financial skills,FIT6_Financial_Education,1
FI_001495,,,0
FI_001496,,,0
FI_001497,financial education,FIT6_Financial_Education,1
FI_001498,microcredit,FIT7_Microfinance_Models,1
FI_001499,financial capability,FIT6_Financial_Education,1
FI_001500,nonbank,FIT2_Nonbank_Distribution,1
FI_001501,,,0
FI_001502,,,0
FI_001503,remittances; remittance; aml/cft,FIT4_Workers_Remittances; FIT5_Adapted_Regulation,2
FI_001504,international transfers; anti-money laundering; aml/cft,FIT4_Workers_Remittances; FIT5_Adapted_Regulation,2
FI_001505,,,0
FI_001506,,,0
FI_001507,financial capability; financial education,FIT6_Financial_Education,1
FI_001508,cbdc,FIT8_Blockchain_DLT,1
FI_001509,financial literacy,FIT6_Financial_Education,1
FI_001510,financial literacy,FIT6_Financial_Education,1
FI_001511,nonbank,FIT2_Nonbank_Distribution,1
FI_001512,,,0
FI_001513,,,0
FI_001514,financial literacy,FIT6_Financial_Education,1
FI_001515,,,0
FI_001516,remittances; remittance,FIT4_Workers_Remittances,1
FI_001517,,,0
FI_001518,mobile financial services; mobile money,FIT1_Mobile_Money,1
FI_001519,,,0
FI_001520,central bank digital currencies; stablecoins; cbdc; cryptocurrencies; cryptocurrency,FIT8_Blockchain_DLT,1
FI_001521,,,0
FI_001522,financial literacy,FIT6_Financial_Education,1
FI_001523,,,0
FI_001524,cbdc; central bank digital currency,FIT8_Blockchain_DLT,1
FI_001525,,,0
FI_001526,,,0
FI_001527,financial capability; financial education,FIT6_Financial_Education,1
FI_001528,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_001529,financial literacy; financial capability; cryptocurrency,FIT6_Financial_Education; FIT8_Blockchain_DLT,2
FI_001530,blockchain,FIT8_Blockchain_DLT,1
FI_001531,mobile money; remittances; remittance,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001532,,,0
FI_001533,financial literacy,FIT6_Financial_Education,1
FI_001534,mobile payments,FIT1_Mobile_Money,1
FI_001535,financial literacy; financial education,FIT6_Financial_Education,1
FI_001536,financial education,FIT6_Financial_Education,1
FI_001537,,,0
FI_001538,non-bank,FIT2_Nonbank_Distribution,1
FI_001539,remittances,FIT4_Workers_Remittances,1
FI_001540,microfinance,FIT7_Microfinance_Models,1
FI_001541,microcredit; micro-credit; microfinance,FIT7_Microfinance_Models,1
FI_001542,,,0
FI_001543,remittances,FIT4_Workers_Remittances,1
FI_001544,,,0
FI_001545,,,0
FI_001546,,,0
FI_001547,,,0
FI_001548,financial literacy; financial education,FIT6_Financial_Education,1
FI_001549,,,0
FI_001550,,,0
FI_001551,,,0
FI_001552,microfinance,FIT7_Microfinance_Models,1
FI_001553,microfinance,FIT7_Microfinance_Models,1
FI_001554,,,0
FI_001555,microfinance,FIT7_Microfinance_Models,1
FI_001556,mobile money; remittances,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001557,,,0
FI_001558,microcredit; microfinance,FIT7_Microfinance_Models,1
FI_001559,,,0
FI_001560,mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001561,microfinance,FIT7_Microfinance_Models,1
FI_001562,blockchain,FIT8_Blockchain_DLT,1
FI_001563,microfinance,FIT7_Microfinance_Models,1
FI_001564,stablecoins; cbdc; central bank digital currency,FIT8_Blockchain_DLT,1
FI_001565,mobile payment; central bank digital currency,FIT1_Mobile_Money; FIT8_Blockchain_DLT,2
FI_001566,cbdc; central bank digital currency,FIT8_Blockchain_DLT,1
FI_001567,cross-border payments; cbdc; central bank digital currency; central bank digital currencies,FIT4_Workers_Remittances; FIT8_Blockchain_DLT,2
FI_001568,,,0
FI_001569,financial literacy; financial capability,FIT6_Financial_Education,1
FI_001570,,,0
FI_001571,non-banking,FIT2_Nonbank_Distribution,1
FI_001572,,,0
FI_001573,,,0
FI_001574,mobile money,FIT1_Mobile_Money,1
FI_001575,financial capabilities,FIT6_Financial_Education,1
FI_001576,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_001577,mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001578,financial literacy,FIT6_Financial_Education,1
FI_001579,,,0
FI_001580,,,0
FI_001581,mobile money,FIT1_Mobile_Money,1
FI_001582,financial literacy,FIT6_Financial_Education,1
FI_001583,financial capability,FIT6_Financial_Education,1
FI_001584,financial literacy; financial education,FIT6_Financial_Education,1
FI_001585,,,0
FI_001586,financial literacy; financial capability,FIT6_Financial_Education,1
FI_001587,,,0
FI_001588,cryptocurrencies; blockchain; cryptocurrency,FIT8_Blockchain_DLT,1
FI_001589,,,0
FI_001590,,,0
FI_001591,,,0
FI_001592,smart contract; blockchain,FIT8_Blockchain_DLT,1
FI_001593,financial capabilities,FIT6_Financial_Education,1
FI_001594,,,0
FI_001595,financial literacy; financial education,FIT6_Financial_Education,1
FI_001596,blockchain,FIT8_Blockchain_DLT,1
FI_001597,financial literacy,FIT6_Financial_Education,1
FI_001598,blockchain,FIT8_Blockchain_DLT,1
FI_001599,,,0
FI_001600,,,0
FI_001601,,,0
FI_001602,blockchain,FIT8_Blockchain_DLT,1
FI_001603,cryptocurrencies; blockchain; cryptocurrency,FIT8_Blockchain_DLT,1
FI_001604,psychometrics; financial capability,FIT3_Behavioral_Credit_Risk; FIT6_Financial_Education,2
FI_001605,,,0
FI_001606,,,0
FI_001607,,,0
FI_001608,remittances; remittance,FIT4_Workers_Remittances,1
FI_001609,,,0
FI_001610,,,0
FI_001611,mobile money,FIT1_Mobile_Money,1
FI_001612,,,0
FI_001613,alternative credit,FIT3_Behavioral_Credit_Risk,1
FI_001614,financial education,FIT6_Financial_Education,1
FI_001615,financial education,FIT6_Financial_Education,1
FI_001616,,,0
FI_001617,,,0
FI_001618,mobile money; remittances,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001619,,,0
FI_001620,,,0
FI_001621,,,0
FI_001622,remittances,FIT4_Workers_Remittances,1
FI_001623,,,0
FI_001624,financial regulation; financial literacy,FIT5_Adapted_Regulation; FIT6_Financial_Education,2
FI_001625,,,0
FI_001626,,,0
FI_001627,financial education,FIT6_Financial_Education,1
FI_001628,remittances,FIT4_Workers_Remittances,1
FI_001629,,,0
FI_001630,remittances; remittance,FIT4_Workers_Remittances,1
FI_001631,m-pesa; mobile money,FIT1_Mobile_Money,1
FI_001632,mobile payments; mobile payment,FIT1_Mobile_Money,1
FI_001633,,,0
FI_001634,,,0
FI_001635,,,0
FI_001636,remittance,FIT4_Workers_Remittances,1
FI_001637,cbdc; central bank digital currency,FIT8_Blockchain_DLT,1
FI_001638,financial literacy,FIT6_Financial_Education,1
FI_001639,remittances,FIT4_Workers_Remittances,1
FI_001640,financial literacy; financial capability; financial capabilities,FIT6_Financial_Education,1
FI_001641,financial literacy,FIT6_Financial_Education,1
FI_001642,financial literacy,FIT6_Financial_Education,1
FI_001643,,,0
FI_001644,e-wallet; mobile money; financial literacy,FIT1_Mobile_Money; FIT6_Financial_Education,2
FI_001645,mobile money,FIT1_Mobile_Money,1
FI_001646,financial literacy,FIT6_Financial_Education,1
FI_001647,remittances,FIT4_Workers_Remittances,1
FI_001648,financial literacy,FIT6_Financial_Education,1
FI_001649,microfinance,FIT7_Microfinance_Models,1
FI_001650,remittances; remittance,FIT4_Workers_Remittances,1
FI_001651,,,0
FI_001652,remittances; remittance,FIT4_Workers_Remittances,1
FI_001653,,,0
FI_001654,financial literacy,FIT6_Financial_Education,1
FI_001655,,,0
FI_001656,microfinance institution; mfis; microfinance; mfi,FIT7_Microfinance_Models,1
FI_001657,financial literacy,FIT6_Financial_Education,1
FI_001658,mobile money,FIT1_Mobile_Money,1
FI_001659,remittances,FIT4_Workers_Remittances,1
FI_001660,remittances; remittance; financial literacy,FIT4_Workers_Remittances; FIT6_Financial_Education,2
FI_001661,microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001662,,,0
FI_001663,,,0
FI_001664,mobile money,FIT1_Mobile_Money,1
FI_001665,financial literacy,FIT6_Financial_Education,1
FI_001666,financial literacy,FIT6_Financial_Education,1
FI_001667,,,0
FI_001668,,,0
FI_001669,,,0
FI_001670,microfinance,FIT7_Microfinance_Models,1
FI_001671,,,0
FI_001672,,,0
FI_001673,,,0
FI_001674,microcredit; group lending,FIT7_Microfinance_Models,1
FI_001675,microfinance,FIT7_Microfinance_Models,1
FI_001676,remittances; remittance,FIT4_Workers_Remittances,1
FI_001677,,,0
FI_001678,,,0
FI_001679,,,0
FI_001680,financial literacy,FIT6_Financial_Education,1
FI_001681,microfinance,FIT7_Microfinance_Models,1
FI_001682,,,0
FI_001683,financial capability; microfinance,FIT6_Financial_Education; FIT7_Microfinance_Models,2
FI_001684,,,0
FI_001685,microcredit,FIT7_Microfinance_Models,1
FI_001686,remittances,FIT4_Workers_Remittances,1
FI_001687,financial literacy,FIT6_Financial_Education,1
FI_001688,,,0
FI_001689,remittances,FIT4_Workers_Remittances,1
FI_001690,alternative data; remittances,FIT3_Behavioral_Credit_Risk; FIT4_Workers_Remittances,2
FI_001691,microfinance,FIT7_Microfinance_Models,1
FI_001692,mobile money,FIT1_Mobile_Money,1
FI_001693,mobile money,FIT1_Mobile_Money,1
FI_001694,mobile money,FIT1_Mobile_Money,1
FI_001695,remittances; remittance,FIT4_Workers_Remittances,1
FI_001696,,,0
FI_001697,mobile money; mobile payment; money transfer; money transfers,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001698,mobile money,FIT1_Mobile_Money,1
FI_001699,mobile money,FIT1_Mobile_Money,1
FI_001700,mobile money,FIT1_Mobile_Money,1
FI_001701,mobile money,FIT1_Mobile_Money,1
FI_001702,mobile money,FIT1_Mobile_Money,1
FI_001703,mobile money; agent banking,FIT1_Mobile_Money; FIT2_Nonbank_Distribution,2
FI_001704,mobile money,FIT1_Mobile_Money,1
FI_001705,mobile money,FIT1_Mobile_Money,1
FI_001706,financial literacy,FIT6_Financial_Education,1
FI_001707,mobile payments; mobile payment,FIT1_Mobile_Money,1
FI_001708,mobile money,FIT1_Mobile_Money,1
FI_001709,mobile money; microcredit; microfinance; microfinance institutions; blockchain; smart contracts,FIT1_Mobile_Money; FIT7_Microfinance_Models; FIT8_Blockchain_DLT,3
FI_001710,,,0
FI_001711,alternative data; credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_001712,cbdc; blockchain; smart contract; central bank digital currencies,FIT8_Blockchain_DLT,1
FI_001713,financial education,FIT6_Financial_Education,1
FI_001714,cbdc; central bank digital currency,FIT8_Blockchain_DLT,1
FI_001715,mobile money,FIT1_Mobile_Money,1
FI_001716,remittance,FIT4_Workers_Remittances,1
FI_001717,mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001718,mobile financial services; financial literacy,FIT1_Mobile_Money; FIT6_Financial_Education,2
FI_001719,mobile money,FIT1_Mobile_Money,1
FI_001720,,,0
FI_001721,financial literacy,FIT6_Financial_Education,1
FI_001722,mobile money,FIT1_Mobile_Money,1
FI_001723,,,0
FI_001724,,,0
FI_001725,remittances; remittance; financial literacy; stablecoins; stablecoin; blockchain,FIT4_Workers_Remittances; FIT6_Financial_Education; FIT8_Blockchain_DLT,3
FI_001726,m-pesa; mobile money,FIT1_Mobile_Money,1
FI_001727,,,0
FI_001728,mobile payments; mobile money; mobile payment,FIT1_Mobile_Money,1
FI_001729,,,0
FI_001730,e-wallet,FIT1_Mobile_Money,1
FI_001731,mobile money; nonbank,FIT1_Mobile_Money; FIT2_Nonbank_Distribution,2
FI_001732,mobile money,FIT1_Mobile_Money,1
FI_001733,mobile money,FIT1_Mobile_Money,1
FI_001734,mobile money,FIT1_Mobile_Money,1
FI_001735,,,0
FI_001736,remittances; consumer protection,FIT4_Workers_Remittances; FIT5_Adapted_Regulation,2
FI_001737,mobile payment,FIT1_Mobile_Money,1
FI_001738,mobile money; remittances,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001739,financial literacy,FIT6_Financial_Education,1
FI_001740,mobile money,FIT1_Mobile_Money,1
FI_001741,,,0
FI_001742,microfinance,FIT7_Microfinance_Models,1
FI_001743,,,0
FI_001744,mobile money; remittances,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001745,central bank digital currency; blockchain; cryptocurrency; central bank digital currencies,FIT8_Blockchain_DLT,1
FI_001746,mobile money; microfinance institution; microfinance,FIT1_Mobile_Money; FIT7_Microfinance_Models,2
FI_001747,mobile money,FIT1_Mobile_Money,1
FI_001748,,,0
FI_001749,,,0
FI_001750,financial capabilities,FIT6_Financial_Education,1
FI_001751,,,0
FI_001752,financial capabilities,FIT6_Financial_Education,1
FI_001753,microfinance,FIT7_Microfinance_Models,1
FI_001754,,,0
FI_001755,mfis; microfinance,FIT7_Microfinance_Models,1
FI_001756,banking agents; agent banking,FIT2_Nonbank_Distribution,1
FI_001757,,,0
FI_001758,remittance,FIT4_Workers_Remittances,1
FI_001759,,,0
FI_001760,remittances; remittance,FIT4_Workers_Remittances,1
FI_001761,remittances,FIT4_Workers_Remittances,1
FI_001762,microfinance,FIT7_Microfinance_Models,1
FI_001763,mfis; microfinance,FIT7_Microfinance_Models,1
FI_001764,mobile financial services; mobile money; anti-money laundering,FIT1_Mobile_Money; FIT5_Adapted_Regulation,2
FI_001765,,,0
FI_001766,remittances; remittance; microfinance,FIT4_Workers_Remittances; FIT7_Microfinance_Models,2
FI_001767,microfinance,FIT7_Microfinance_Models,1
FI_001768,money transfer; remittances; remittance; financial education,FIT4_Workers_Remittances; FIT6_Financial_Education,2
FI_001769,mobile money; remittances; remittance,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001770,microfinance,FIT7_Microfinance_Models,1
FI_001771,roscas; microfinance; rotating savings,FIT7_Microfinance_Models,1
FI_001772,financial literacy; financial education,FIT6_Financial_Education,1
FI_001773,agent network; agent banking; microfinance institution; microfinance; microfinance institutions,FIT2_Nonbank_Distribution; FIT7_Microfinance_Models,2
FI_001774,financial literacy,FIT6_Financial_Education,1
FI_001775,m-pesa; mobile money,FIT1_Mobile_Money,1
FI_001776,,,0
FI_001777,financial literacy; financial capability,FIT6_Financial_Education,1
FI_001778,microcredit; group lending; microfinance institution; microfinance,FIT7_Microfinance_Models,1
FI_001779,microcredit; microfinance institution; microfinance,FIT7_Microfinance_Models,1
FI_001780,mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001781,microcredit,FIT7_Microfinance_Models,1
FI_001782,mobile money; money transfer,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001783,mobile money; agent banking; microfinance institution; microfinance; microfinance institutions,FIT1_Mobile_Money; FIT2_Nonbank_Distribution; FIT7_Microfinance_Models,3
FI_001784,mobile money,FIT1_Mobile_Money,1
FI_001785,mobile money; remittances; remittance; migrant remittances,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001786,microfinance,FIT7_Microfinance_Models,1
FI_001787,correspondent banking; remittances; remittance; financial literacy,FIT2_Nonbank_Distribution; FIT4_Workers_Remittances; FIT6_Financial_Education,3
FI_001788,financial education,FIT6_Financial_Education,1
FI_001789,mobile money,FIT1_Mobile_Money,1
FI_001790,,,0
FI_001791,,,0
FI_001792,microfinance,FIT7_Microfinance_Models,1
FI_001793,mobile payments; mobile money,FIT1_Mobile_Money,1
FI_001794,,,0
FI_001795,mobile money,FIT1_Mobile_Money,1
FI_001796,,,0
FI_001797,digital footprint,FIT3_Behavioral_Credit_Risk,1
FI_001798,,,0
FI_001799,mfis; mfi; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001800,,,0
FI_001801,microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001802,remittances; remittance; migrant remittances; anti-money laundering,FIT4_Workers_Remittances; FIT5_Adapted_Regulation,2
FI_001803,remittances; remittance; migrant remittances; anti-money laundering,FIT4_Workers_Remittances; FIT5_Adapted_Regulation,2
FI_001804,blockchain,FIT8_Blockchain_DLT,1
FI_001805,consumer protection,FIT5_Adapted_Regulation,1
FI_001806,distributed ledger; dlt; distributed ledger technology,FIT8_Blockchain_DLT,1
FI_001807,mobile money; remittances; remittance,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001808,correspondent banking; remittances; anti-money laundering; aml/cft,FIT2_Nonbank_Distribution; FIT4_Workers_Remittances; FIT5_Adapted_Regulation,3
FI_001809,,,0
FI_001810,,,0
FI_001811,microfinance institution; group lending; microfinance,FIT7_Microfinance_Models,1
FI_001812,blockchain,FIT8_Blockchain_DLT,1
FI_001813,regulatory sandboxes; financial regulation; regulatory sandbox,FIT5_Adapted_Regulation,1
FI_001814,consumer protection; financial regulation,FIT5_Adapted_Regulation,1
FI_001815,,,0
FI_001816,microcredit; mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001817,financial capability,FIT6_Financial_Education,1
FI_001818,,,0
FI_001819,microfinance,FIT7_Microfinance_Models,1
FI_001820,microcredit,FIT7_Microfinance_Models,1
FI_001821,,,0
FI_001822,microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001823,microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001824,financial regulation; microcredit,FIT5_Adapted_Regulation; FIT7_Microfinance_Models,2
FI_001825,remittances; remittance; financial capability; financial capabilities,FIT4_Workers_Remittances; FIT6_Financial_Education,2
FI_001826,mobile money,FIT1_Mobile_Money,1
FI_001827,mobile payments; m-pesa,FIT1_Mobile_Money,1
FI_001828,cbdc; central bank digital currency,FIT8_Blockchain_DLT,1
FI_001829,microcredit,FIT7_Microfinance_Models,1
FI_001830,microfinance,FIT7_Microfinance_Models,1
FI_001831,,,0
FI_001832,mobile money; money transfer,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001833,financial capability,FIT6_Financial_Education,1
FI_001834,,,0
FI_001835,financial literacy,FIT6_Financial_Education,1
FI_001836,,,0
FI_001837,,,0
FI_001838,,,0
FI_001839,,,0
FI_001840,,,0
FI_001841,financial literacy,FIT6_Financial_Education,1
FI_001842,financial literacy,FIT6_Financial_Education,1
FI_001843,psychometric; psychometrics,FIT3_Behavioral_Credit_Risk,1
FI_001844,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_001845,financial capability; microcredit; microfinance,FIT6_Financial_Education; FIT7_Microfinance_Models,2
FI_001846,financial literacy; financial capability,FIT6_Financial_Education,1
FI_001847,financial literacy,FIT6_Financial_Education,1
FI_001848,financial literacy; financial capability; financial knowledge,FIT6_Financial_Education,1
FI_001849,financial literacy; financial capability,FIT6_Financial_Education,1
FI_001850,psychometric; psychometrics; financial capability,FIT3_Behavioral_Credit_Risk; FIT6_Financial_Education,2
FI_001851,blockchain; cryptocurrency,FIT8_Blockchain_DLT,1
FI_001852,microfinance,FIT7_Microfinance_Models,1
FI_001853,financial education,FIT6_Financial_Education,1
FI_001854,,,0
FI_001855,,,0
FI_001856,,,0
FI_001857,financial literacy,FIT6_Financial_Education,1
FI_001858,financial skills; financial capability; financial capabilities,FIT6_Financial_Education,1
FI_001859,,,0
FI_001860,,,0
FI_001861,,,0
FI_001862,blockchain,FIT8_Blockchain_DLT,1
FI_001863,,,0
FI_001864,cryptocurrencies; blockchain; cryptocurrency,FIT8_Blockchain_DLT,1
FI_001865,,,0
FI_001866,financial literacy,FIT6_Financial_Education,1
FI_001867,,,0
FI_001868,,,0
FI_001869,financial literacy,FIT6_Financial_Education,1
FI_001870,,,0
FI_001871,,,0
FI_001872,,,0
FI_001873,smart contract; blockchain,FIT8_Blockchain_DLT,1
FI_001874,financial literacy,FIT6_Financial_Education,1
FI_001875,mobile payment,FIT1_Mobile_Money,1
FI_001876,blockchain,FIT8_Blockchain_DLT,1
FI_001877,blockchain,FIT8_Blockchain_DLT,1
FI_001878,financial education; financial knowledge,FIT6_Financial_Education,1
FI_001879,microfinance,FIT7_Microfinance_Models,1
FI_001880,,,0
FI_001881,financial literacy,FIT6_Financial_Education,1
FI_001882,financial literacy,FIT6_Financial_Education,1
FI_001883,regulatory sandbox,FIT5_Adapted_Regulation,1
FI_001884,financial literacy,FIT6_Financial_Education,1
FI_001885,,,0
FI_001886,m-pesa; mobile money; money transfers,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001887,microfinance,FIT7_Microfinance_Models,1
FI_001888,microfinance,FIT7_Microfinance_Models,1
FI_001889,m-pesa; mobile money; mobile payment; money transfer,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_001890,financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_001891,,,0
FI_001892,mfis; mfi; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_001893,,,0
FI_001894,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_001895,microfinance institution; microfinance,FIT7_Microfinance_Models,1
FI_001896,,,0
FI_001897,behavioral scoring; credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_001898,,,0
FI_001899,cbdc; central bank digital currency; central bank digital currencies,FIT8_Blockchain_DLT,1
FI_001900,mobile money,FIT1_Mobile_Money,1
FI_001901,cbdc; central bank digital currency,FIT8_Blockchain_DLT,1
FI_001902,financial literacy,FIT6_Financial_Education,1
FI_001903,stablecoins; distributed ledger; stablecoin,FIT8_Blockchain_DLT,1
FI_001904,consumer protection,FIT5_Adapted_Regulation,1
FI_001905,financial literacy,FIT6_Financial_Education,1
FI_001906,financial literacy; financial capability,FIT6_Financial_Education,1
FI_001907,financial capability; financial knowledge,FIT6_Financial_Education,1
FI_001908,microfinance,FIT7_Microfinance_Models,1
FI_001909,financial literacy,FIT6_Financial_Education,1
FI_001910,remittances,FIT4_Workers_Remittances,1
FI_001911,mobile money; microfinance,FIT1_Mobile_Money; FIT7_Microfinance_Models,2
FI_001912,mobile money,FIT1_Mobile_Money,1
FI_001913,,,0
FI_001914,blockchain,FIT8_Blockchain_DLT,1
FI_001915,financial literacy,FIT6_Financial_Education,1
FI_001916,financial literacy; financial capability,FIT6_Financial_Education,1
FI_001917,,,0
FI_001918,,,0
FI_001919,financial capability; financial knowledge,FIT6_Financial_Education,1
FI_001920,,,0
FI_001921,,,0
FI_001922,,,0
FI_001923,financial literacy; financial capability; financial education; financial capabilities,FIT6_Financial_Education,1
FI_001924,,,0
