source,target,weight
humans,sociodemographics,4
humans,thematic analysis,4
humans,stigma,4
humans,health care,7
humans,vulnerable population,7
humans,comparative study,5
humans,data analysis,4
humans,coping behavior,11
humans,transactional sex,4
humans,stress,5
humans,african american,3
humans,social status,12
humans,health service,13
humans,social determinants of health,6
humans,delivery of health care,7
humans,distress syndrome,3
humans,social media,4
humans,peer group,3
humans,psychological distress,3
humans,psychological well-being,4
humans,self report,8
humans,physician,3
humans,retirement,5
humans,fast food,4
humans,food intake,4
humans,marketing,3
humans,disabled persons,7
humans,mental health service,4
humans,disability,5
humans,health services needs and demand,5
humans,financial capability,11
humans,mental health services,3
humans,devices,3
humans,disabled person,7
humans,socioeconomic status,3
humans,cardiovascular disease,3
humans,infant,9
humans,mothers,4
humans,maternal health,5
humans,family planning,8
humans,health care utilization,6
humans,statistical model,11
humans,"child, preschool",9
humans,fever,4
humans,geographic distribution,3
humans,travel,3
humans,family planning services,5
humans,child health,3
humans,health services,8
humans,logistic models,5
humans,preschool child,8
humans,household survey,3
humans,health care surveys,4
humans,health program,5
humans,addiction,5
humans,social support,13
humans,consultation,4
humans,"behavior, addictive",4
humans,program development,4
humans,rural area,12
humans,health care financing,6
humans,"infant, newborn",5
humans,access to care,3
humans,chronic disease,3
humans,mortality,5
humans,morbidity,4
humans,social psychology,4
humans,physiology,6
humans,middle income country,3
humans,maternal health services,3
humans,maternal welfare,4
humans,ethics,5
humans,married woman,4
humans,partner violence,9
humans,violence,4
humans,awareness,7
humans,womens status,3
humans,credit provision,3
humans,depression,8
humans,spouse,7
humans,spouses,6
humans,intimate partner violence,7
humans,transients and migrants,3
humans,migration,6
humans,health surveys,4
humans,contraception,6
humans,cell phone use,3
humans,cognition,5
humans,hispanic,3
humans,african americans,3
humans,hispanic americans,4
humans,healthcare financing,3
humans,cooperative behavior,4
humans,universities,4
humans,university,4
humans,health care facility,10
humans,cooperation,4
humans,legislation and jurisprudence,3
humans,clinical trial,4
humans,behavioral economics,3
humans,linear models,4
humans,prediction,5
humans,vulnerable populations,5
humans,unemployment,3
humans,pandemic,8
humans,prescription,3
humans,publication,3
humans,data base,3
humans,quality of life,9
humans,pandemics,7
humans,loneliness,4
humans,infection risk,4
humans,nutrition,3
humans,pregnant woman,3
humans,personality,3
humans,financial health,3
humans,economic model,10
humans,"models, economic",10
humans,gender inequality,3
humans,malaysia,3
humans,sars-cov-2,6
humans,ethiopia,10
humans,insurance,11
humans,patient protection and affordable care act,3
humans,insurance coverage,5
humans,randomization,3
humans,normal human,4
humans,religion,3
humans,patient education,3
humans,older adults,3
humans,multivariate analysis,3
humans,knowledge,8
humans,financial knowledge,3
humans,skill,3
humans,longitudinal studies,4
humans,housing,3
humans,cohort studies,3
humans,sample size,3
humans,randomized controlled trial (topic),5
humans,randomized controlled trials as topic,5
humans,human immunodeficiency virus,5
humans,exercise,4
humans,logistic regression analysis,4
humans,sex difference,8
humans,self help,3
humans,newborn,4
humans,self-help groups,3
humans,community care,5
humans,qualitative analysis,4
humans,mental stress,6
humans,pilot study,5
humans,pilot projects,4
humans,social work,4
humans,feasibility study,5
humans,controlled clinical trial,4
humans,health care personnel,5
humans,rural health care,3
humans,public health service,3
humans,"stress, psychological",5
humans,job satisfaction,4
humans,personal autonomy,4
humans,theoretical model,4
humans,"models, theoretical",4
humans,employer,3
humans,psychological model,3
humans,city,3
humans,rural health,3
humans,health economics,4
humans,analytic method,3
humans,health care costs,5
humans,medical debt,3
humans,"indians, north american",3
humans,family structure,11
humans,care behavior,3
humans,information technology,3
humans,statistics,4
humans,health care quality,3
humans,machine learning,3
humans,health facilities,5
humans,reproductive health,7
humans,sexual and reproductive health,4
humans,nonhuman,3
humans,methodology,4
humans,behavior therapy,3
humans,malaria,4
humans,nigeria,4
humans,cost control,3
humans,principal component analysis,4
humans,probability,6
humans,risk management,3
humans,private sector,3
humans,hypothesis,3
humans,gross national product,3
humans,digital inclusive finance,3
humans,pharmaceutics,3
humans,open access publishing,3
young adult,economics,11
young adult,motivation,3
young adult,randomized controlled trial,6
young adult,controlled study,15
young adult,high risk behavior,5
young adult,economic empowerment,3
young adult,follow up,4
young adult,epidemiology,9
young adult,economic aspect,4
young adult,unprotected sex,4
young adult,empowerment,7
young adult,income,14
young adult,sex workers,5
young adult,risk reduction,4
young adult,major clinical study,17
young adult,human immunodeficiency virus infection,7
young adult,longitudinal study,6
young adult,sex worker,5
young adult,literacy,8
young adult,hiv infections,7
young adult,sexual behavior,7
young adult,employment,3
young adult,household income,4
young adult,aged,14
young adult,demographics,4
young adult,cohort analysis,3
young adult,very elderly,4
young adult,cross-sectional study,17
young adult,students,3
young adult,rural population,7
young adult,power (psychology),6
young adult,sexuality,6
young adult,psychology,19
young adult,sexual partners,4
young adult,prevention,3
young adult,behavior,12
young adult,cross-sectional studies,16
young adult,women,4
young adult,student,3
young adult,parity,5
young adult,early detection of cancer,3
young adult,risk assessment,4
young adult,mother,3
young adult,india,7
young adult,socioeconomics,10
young adult,health survey,9
young adult,risk factor,9
young adult,help seeking behavior,5
young adult,health behavior,6
young adult,early cancer diagnosis,3
young adult,patient acceptance of health care,4
young adult,patient attitude,4
young adult,social class,4
young adult,consumer behavior,8
young adult,consumer attitude,8
young adult,decision making,14
young adult,choice behavior,3
young adult,financial literacy,4
young adult,financial management,10
young adult,occupation,3
young adult,government,3
young adult,consumer,4
young adult,questionnaire,14
young adult,food,3
young adult,urban population,3
young adult,food insecurity,3
young adult,interview,4
young adult,information processing,3
young adult,lowest income group,4
young adult,procedures,9
young adult,diagnosis,3
young adult,health promotion,3
young adult,vegetable,3
young adult,feeding behavior,3
young adult,qualitative research,6
young adult,human experiment,10
young adult,child,8
young adult,contraception behavior,5
young adult,contraceptive behavior,6
young adult,"aged, 80 and over",3
young adult,marriage,9
young adult,uterine cervical neoplasms,3
young adult,risk factors,5
young adult,"health knowledge, attitudes, practice",8
young adult,health care,3
young adult,attitude to health,9
young adult,self concept,3
young adult,prospective studies,3
young adult,outcome assessment,3
young adult,social status,7
young adult,finance,3
young adult,statistics and numerical data,6
young adult,organization and management,5
young adult,prospective study,3
young adult,health care delivery,7
young adult,educational status,7
young adult,ethnology,3
young adult,infant,6
young adult,family characteristics,4
young adult,maternal health,4
young adult,family planning,8
young adult,household,6
young adult,statistical model,4
young adult,"child, preschool",5
young adult,family planning services,5
young adult,family size,3
young adult,child health,3
young adult,logistic models,3
young adult,preschool child,5
young adult,married woman,4
young adult,partner violence,6
young adult,rural area,4
young adult,violence,4
young adult,money,5
young adult,awareness,3
young adult,surveys and questionnaires,10
young adult,financial inclusion,4
young adult,health surveys,4
young adult,wellbeing,3
young adult,contraception,6
young adult,school,3
young adult,spouse,4
young adult,ethiopia,4
young adult,spouses,4
young adult,prevalence,3
young adult,microfinance,3
young adult,newborn,3
young adult,"infant, newborn",3
young adult,community care,4
young adult,health care facility,6
young adult,social support,3
young adult,financial capability,3
young adult,knowledge,3
young adult,human immunodeficiency virus,3
young adult,clinical trial,3
young adult,pilot study,3
young adult,intimate partner violence,4
young adult,health facilities,3
young adult,reproductive health,4
young adult,education,3
young adult,sexual health,3
economics,motivation,4
economics,randomized controlled trial,5
economics,controlled study,13
economics,high risk behavior,5
economics,employment,5
economics,cross-sectional study,8
economics,public health,4
economics,rural population,7
economics,procedures,15
economics,financial management,23
economics,mobile applications,3
economics,socioeconomics,14
economics,digital financial service,3
economics,surveys and questionnaires,10
economics,questionnaire,10
economics,cross-sectional studies,8
economics,national health programs,4
economics,mobile money,5
economics,sex factor,3
economics,"financing, personal",9
economics,sex factors,3
economics,"child, orphaned",3
economics,orphaned child,3
economics,child,5
economics,fintech,12
economics,inclusive finances,3
economics,risk assessment,7
economics,blockchain technology,3
economics,big data,5
economics,financial modeling,3
economics,blockchain,14
economics,risks,3
economics,financial inclusions,54
economics,development,3
economics,block-chain,12
economics,finance,60
economics,women empowerment,3
economics,digital divide,3
economics,financial inclusion,50
economics,financial system,6
economics,sub-saharan africa,6
economics,money,5
economics,decentralized finance,9
economics,risk,3
economics,sustainable development goals,6
economics,inflation,6
economics,investments,18
economics,economic development,17
economics,sustainable development,32
economics,principal component analysis,3
economics,financial innovation,3
economics,sustainability,7
economics,food supply,3
economics,insurance,8
economics,agriculture,6
economics,economic and social effects,17
economics,food security,4
economics,financial behavior,3
economics,population statistics,3
economics,decision making,15
economics,ethical technology,3
economics,internet,6
economics,economic analysis,5
economics,banking services,4
economics,mobile banking,4
economics,learning systems,6
economics,inclusions,4
economics,financial sectors,3
economics,innovation,6
economics,machine-learning,5
economics,information management,6
economics,artificial intelligence,4
economics,information systems,6
economics,digital financial services,3
economics,banking,11
economics,financial institution,9
economics,financial products,5
economics,socio-economics,3
economics,financial service,17
economics,rural areas,4
economics,regulatory frameworks,5
economics,cybersecurity,3
economics,digital finance,3
economics,cyber security,3
economics,economic empowerment,3
economics,microfinance,15
economics,digitalization,3
economics,financial services,7
economics,financial education,4
economics,financial literacy,21
economics,public policy,8
economics,education,9
economics,management,4
economics,psychology,15
economics,economic aspect,8
economics,india,4
economics,aged,15
economics,aging,3
economics,health survey,7
economics,mass screening,3
economics,risk factor,5
economics,help seeking behavior,3
economics,cancer screening,3
economics,health behavior,3
economics,patient acceptance of health care,4
economics,patient attitude,3
economics,social class,3
economics,social security,3
economics,mental disorders,5
economics,mental disease,5
economics,qualitative research,8
economics,technology adoption,3
economics,surveys,6
economics,developing countries,11
economics,developing country,6
economics,income,16
economics,policy,8
economics,consumption behavior,3
economics,alternative energy,4
economics,economic growths,13
economics,economic growth,10
economics,energy utilization,5
economics,renewable energy consumption,3
economics,covid-19,3
economics,credit scoring,3
economics,investment,6
economics,behavior,9
economics,attitude,4
economics,government,8
economics,major clinical study,10
economics,educational status,4
economics,south korea,3
economics,consumer behavior,4
economics,catering service,3
economics,household income,4
economics,focus groups,3
economics,urban population,5
economics,food insecurity,3
economics,consumer,6
economics,consumer attitude,4
economics,interview,5
economics,conceptual framework,3
economics,information processing,5
economics,lowest income group,4
economics,clinical article,5
economics,france,3
economics,economic well-being,3
economics,stroke,3
economics,manitoba,3
economics,energy policy,3
economics,rural development,3
economics,regional planning,5
economics,fraud,3
economics,health status,7
economics,health policy,4
economics,mental health,3
economics,health care policy,8
economics,primary health care,3
economics,trends,4
economics,women's health,3
economics,primary medical care,3
economics,cohort analysis,3
economics,organization and management,10
economics,health care delivery,9
economics,financial deficit,3
economics,budget,3
economics,tax,3
economics,green development,3
economics,renewable energies,5
economics,environmental protection,3
economics,renewable energy,4
economics,financial market,4
economics,green economy,4
economics,sustainable development goal,4
economics,environmental sustainability,3
economics,outcome assessment,4
economics,social status,3
economics,health service,8
economics,social determinants of health,3
economics,statistics and numerical data,8
economics,literacy,5
economics,financial inclusion index,3
economics,disabled persons,3
economics,disability,3
economics,health services needs and demand,4
economics,financial capability,7
economics,disabled person,3
economics,carbon emission,3
economics,energy use,3
economics,crime,4
economics,method of moments,4
economics,indonesia,4
economics,china,12
economics,gross domestic product,3
economics,japan,3
economics,panel data,3
economics,policy makers,5
economics,digital financial inclusion,4
economics,"aged, 80 and over",4
economics,rural area,4
economics,health care financing,4
economics,"health knowledge, attitudes, practice",3
economics,health education,3
economics,attitude to health,3
economics,household,10
economics,very elderly,4
economics,physiology,3
economics,power (psychology),3
economics,ghana,4
economics,ethics,3
economics,developing world,3
economics,poverty alleviation,4
economics,developing economies,3
economics,health care cost,9
economics,health care facility,3
economics,commercial phenomena,7
economics,laws and legislation,4
economics,africa,3
economics,remittances,3
economics,commerce,5
economics,economic model,8
economics,"models, economic",8
economics,epidemiology,4
economics,socio-economic development,4
economics,empowerment,6
economics,gender,3
economics,insurance coverage,3
economics,political economy,5
economics,sexual behavior,3
economics,'current,3
economics,knowledge,3
economics,credit provision,3
economics,costs,4
economics,"business, management and accounting",4
economics,business,3
economics,financial stability,4
economics,development studies,3
economics,economics and development,5
economics,financial knowledge,3
economics,health expenditures,6
economics,emerging economies,3
economics,regression analysis,5
economics,least squares approximations,3
economics,bangladesh,4
economics,performance,3
economics,efficiency,3
economics,personal finance,5
economics,statistical model,3
economics,family characteristics,7
economics,family structure,6
economics,world bank,3
economics,partner violence,3
economics,intimate partner violence,3
economics,"insurance, health",3
economics,health,3
economics,statistics,3
economics,health care costs,3
economics,pharmaceutics,3
economics,open access publishing,3
motivation,randomized controlled trial,5
motivation,controlled study,7
motivation,child,3
motivation,financial management,3
motivation,finance,3
motivation,decision making,4
motivation,psychology,3
motivation,lowest income group,4
motivation,income,4
motivation,behavior,3
motivation,human immunodeficiency virus infection,3
motivation,hiv infections,3
motivation,financial capability,3
randomized controlled trial,controlled study,22
randomized controlled trial,high risk behavior,6
randomized controlled trial,economic empowerment,4
randomized controlled trial,follow up,6
randomized controlled trial,epidemiology,3
randomized controlled trial,condom use,3
randomized controlled trial,unprotected sex,4
randomized controlled trial,empowerment,10
randomized controlled trial,income,7
randomized controlled trial,sex workers,3
randomized controlled trial,risk reduction,5
randomized controlled trial,major clinical study,9
randomized controlled trial,human immunodeficiency virus infection,9
randomized controlled trial,longitudinal study,3
randomized controlled trial,sex worker,3
randomized controlled trial,uganda,6
randomized controlled trial,literacy,7
randomized controlled trial,hiv infections,7
randomized controlled trial,sexual behavior,5
randomized controlled trial,"child, orphaned",3
randomized controlled trial,orphaned child,3
randomized controlled trial,child,9
randomized controlled trial,financial management,6
randomized controlled trial,human experiment,6
randomized controlled trial,sub-saharan africa,4
randomized controlled trial,financial capability,3
randomized controlled trial,financial education,3
randomized controlled trial,education,6
randomized controlled trial,adolescent girls,3
randomized controlled trial,financial literacy,3
randomized controlled trial,procedures,3
randomized controlled trial,household,3
randomized controlled trial,microfinance,4
randomized controlled trial,human immunodeficiency virus,4
randomized controlled trial,nonhuman,4
randomized controlled trial,cost effectiveness analysis,4
randomized controlled trial,commercial phenomena,3
randomized controlled trial,attitude to health,3
randomized controlled trial,infection prevention,4
randomized controlled trial,power (psychology),3
randomized controlled trial,psychology,4
randomized controlled trial,health education,3
randomized controlled trial,behavior,3
randomized controlled trial,pilot study,4
randomized controlled trial,marriage,3
randomized controlled trial,infection risk,3
randomized controlled trial,savings,3
randomized controlled trial,pilot projects,3
randomized controlled trial,randomized controlled trial (topic),3
randomized controlled trial,randomized controlled trials as topic,3
randomized controlled trial,controlled clinical trial,4
randomized controlled trial,partner violence,3
randomized controlled trial,program evaluation,3
randomized controlled trial,transactional sex,3
controlled study,high risk behavior,9
controlled study,retrospective study,3
controlled study,economic well-being,5
controlled study,case control study,3
controlled study,household,17
controlled study,socioeconomics,13
controlled study,aged,17
controlled study,demographics,5
controlled study,major clinical study,28
controlled study,registration,3
controlled study,decision making,7
controlled study,case-control studies,3
controlled study,economic empowerment,4
controlled study,follow up,9
controlled study,epidemiology,7
controlled study,sexually transmitted disease,3
controlled study,condom use,5
controlled study,economic aspect,6
controlled study,unprotected sex,4
controlled study,empowerment,11
controlled study,income,16
controlled study,sex workers,5
controlled study,risk reduction,6
controlled study,human immunodeficiency virus infection,13
controlled study,longitudinal study,5
controlled study,sex worker,6
controlled study,uganda,6
controlled study,literacy,8
controlled study,hiv infections,10
controlled study,sexual behavior,8
controlled study,"child, orphaned",3
controlled study,orphaned child,3
controlled study,acquired immunodeficiency syndrome,3
controlled study,"financing, personal",3
controlled study,child,14
controlled study,financial management,23
controlled study,child welfare,3
controlled study,financial deficit,3
controlled study,household income,4
controlled study,cohort analysis,3
controlled study,mental health,5
controlled study,debt,4
controlled study,very elderly,7
controlled study,instrumental variable analysis,4
controlled study,savings,5
controlled study,family characteristics,4
controlled study,outcome assessment,6
controlled study,ghana,3
controlled study,health care cost,5
controlled study,wellbeing,6
controlled study,financial inclusion,6
controlled study,human experiment,12
controlled study,human immunodeficiency virus infected patient,3
controlled study,sub-saharan africa,4
controlled study,sex difference,7
controlled study,financial capability,4
controlled study,financial education,3
controlled study,education,9
controlled study,parity,3
controlled study,psychology,15
controlled study,banking,4
controlled study,questionnaire,9
controlled study,china,4
controlled study,adolescent girls,3
controlled study,cross-sectional study,11
controlled study,financial literacy,5
controlled study,procedures,7
controlled study,cross-sectional studies,9
controlled study,risk assessment,3
controlled study,aging,3
controlled study,social behavior,4
controlled study,surveys and questionnaires,4
controlled study,health survey,6
controlled study,financial security,3
controlled study,health behavior,8
controlled study,self report,4
controlled study,india,3
controlled study,student,3
controlled study,money,7
controlled study,microfinance,7
controlled study,juvenile,3
controlled study,human immunodeficiency virus,4
controlled study,nonhuman,4
controlled study,food insecurity,4
controlled study,food security,5
controlled study,food,4
controlled study,cost effectiveness analysis,4
controlled study,commercial phenomena,5
controlled study,attitude to health,5
controlled study,rural population,5
controlled study,health status,6
controlled study,commerce,3
controlled study,consumer,3
controlled study,self concept,3
controlled study,infection prevention,4
controlled study,power (psychology),3
controlled study,health education,6
controlled study,behavior,8
controlled study,caregiver,3
controlled study,sexual health,5
controlled study,primary school,3
controlled study,school child,3
controlled study,comparative study,3
controlled study,data analysis,4
controlled study,coping behavior,3
controlled study,information processing,3
controlled study,transactional sex,4
controlled study,demography,7
controlled study,internet,3
controlled study,social status,8
controlled study,clinical article,4
controlled study,health service,3
controlled study,"health knowledge, attitudes, practice",3
controlled study,health care utilization,5
controlled study,health care delivery,6
controlled study,developing country,3
controlled study,age,5
controlled study,socioeconomic status,3
controlled study,"aged, 80 and over",4
controlled study,statistics and numerical data,3
controlled study,qualitative research,5
controlled study,lowest income group,4
controlled study,credit provision,3
controlled study,reproductive health,6
controlled study,pilot study,4
controlled study,marriage,6
controlled study,clinical trial,4
controlled study,health program,3
controlled study,interview,5
controlled study,prediction,4
controlled study,statistical model,5
controlled study,gender,6
controlled study,finance,3
controlled study,ethiopia,3
controlled study,attitude,3
controlled study,infection risk,3
controlled study,economic development,3
controlled study,hiv,3
controlled study,employee,4
controlled study,qualitative analysis,3
controlled study,personal experience,3
controlled study,educational status,3
controlled study,quality of life,3
controlled study,pilot projects,3
controlled study,quantitative analysis,3
controlled study,randomized controlled trial (topic),3
controlled study,randomized controlled trials as topic,3
controlled study,health care,3
controlled study,logistic models,3
controlled study,health promotion,3
controlled study,controlled clinical trial,4
controlled study,mother,3
controlled study,human tissue,3
controlled study,urban area,3
controlled study,partner violence,4
controlled study,program evaluation,3
controlled study,intimate partner violence,3
controlled study,violence,3
controlled study,rural area,3
controlled study,alcohol consumption,4
high risk behavior,epidemiology,4
high risk behavior,condom use,3
high risk behavior,empowerment,4
high risk behavior,income,3
high risk behavior,sex workers,3
high risk behavior,risk reduction,3
high risk behavior,major clinical study,4
high risk behavior,human immunodeficiency virus infection,7
high risk behavior,sex worker,3
high risk behavior,hiv infections,6
high risk behavior,sexual behavior,4
high risk behavior,financial management,6
high risk behavior,risk taking,3
high risk behavior,economic model,4
high risk behavior,"models, economic",4
high risk behavior,china,3
financial stress,cross-sectional study,3
financial stress,health care cost,4
financial stress,financial well-being,5
financial stress,financial education,4
financial stress,financial behavior,3
financial stress,financial technology,3
financial stress,financial satisfaction,4
financial stress,financial anxiety,3
financial stress,financial hardship,3
financial stress,financial literacy,6
financial stress,financial inclusion,3
cross-sectional study,health care cost,4
cross-sectional study,"insurance, health",3
cross-sectional study,cross-sectional studies,42
cross-sectional study,health expenditures,3
cross-sectional study,age,5
cross-sectional study,public health,4
cross-sectional study,rural population,3
cross-sectional study,procedures,6
cross-sectional study,financial management,7
cross-sectional study,socioeconomics,7
cross-sectional study,surveys and questionnaires,15
cross-sectional study,questionnaire,20
cross-sectional study,mobile phone,3
cross-sectional study,sex factors,3
cross-sectional study,south africa,3
cross-sectional study,students,3
cross-sectional study,psychology,11
cross-sectional study,income,4
cross-sectional study,behavior,4
cross-sectional study,utilization,3
cross-sectional study,women,3
cross-sectional study,student,3
cross-sectional study,sexual behavior,4
cross-sectional study,financial inclusion,3
cross-sectional study,major clinical study,13
cross-sectional study,literacy,4
cross-sectional study,human experiment,4
cross-sectional study,child,5
cross-sectional study,mental stress,3
cross-sectional study,aged,11
cross-sectional study,health survey,6
cross-sectional study,health behavior,4
cross-sectional study,self report,4
cross-sectional study,bank employee,4
cross-sectional study,prevalence,8
cross-sectional study,employee,4
cross-sectional study,risk factors,3
cross-sectional study,risk factor,6
cross-sectional study,contraception behavior,4
cross-sectional study,contraceptive behavior,4
cross-sectional study,"aged, 80 and over",5
cross-sectional study,marriage,9
cross-sectional study,very elderly,4
cross-sectional study,psychometry,3
cross-sectional study,psychometrics,3
cross-sectional study,"health knowledge, attitudes, practice",8
cross-sectional study,epidemiology,8
cross-sectional study,attitude to health,9
cross-sectional study,stress,3
cross-sectional study,household income,3
cross-sectional study,social status,5
cross-sectional study,health care delivery,3
cross-sectional study,demography,4
cross-sectional study,technology,3
cross-sectional study,catering service,6
cross-sectional study,likert scale,3
cross-sectional study,statistical model,4
cross-sectional study,gender,6
cross-sectional study,family characteristics,3
cross-sectional study,food supply,5
cross-sectional study,food insecurity,5
cross-sectional study,food security,5
cross-sectional study,family planning,3
cross-sectional study,spouse,4
cross-sectional study,ethiopia,8
cross-sectional study,spouses,4
cross-sectional study,family planning services,3
cross-sectional study,contraception,4
cross-sectional study,sex difference,5
cross-sectional study,older adults,3
cross-sectional study,household,6
cross-sectional study,coping behavior,4
cross-sectional study,"adaptation, psychological",3
cross-sectional study,family structure,3
cross-sectional study,patient acceptance of health care,3
cross-sectional study,patient attitude,3
cross-sectional study,burnout,3
cross-sectional study,depression,3
cross-sectional study,anxiety,3
cross-sectional study,mental health,3
cross-sectional study,job satisfaction,3
cross-sectional study,married woman,3
cross-sectional study,health care facility,5
cross-sectional study,health facilities,3
cross-sectional study,educational status,6
cross-sectional study,"child, preschool",4
cross-sectional study,preschool child,4
cross-sectional study,infant,3
cross-sectional study,reproductive health,3
cross-sectional study,rural area,3
cross-sectional study,logistic models,3
cross-sectional study,economic aspect,3
cross-sectional study,coronavirus disease 2019,3
cross-sectional study,interview,3
health care cost,cross-sectional studies,3
health care cost,health expenditures,10
health care cost,family characteristics,4
health care cost,household,5
health care cost,socioeconomics,8
health care cost,financial inclusion,4
health care cost,financial management,8
health care cost,health service,7
health care cost,help seeking behavior,4
health care cost,china,7
health care cost,health care policy,3
health care cost,government,4
health care cost,retrospective study,3
health care cost,qualitative research,3
health care cost,lowest income group,4
health care cost,health status,4
health care cost,aged,5
health care cost,health care utilization,3
health care cost,income,3
health care cost,insurance,3
health care cost,major clinical study,5
health care cost,health care costs,5
health care cost,cancer patient,3
health care cost,coping behavior,3
health care cost,educational status,3
health care cost,questionnaire,3
health care cost,anxiety,3
"insurance, health",cross-sectional studies,3
cross-sectional studies,health expenditures,3
cross-sectional studies,age,4
cross-sectional studies,public health,3
cross-sectional studies,rural population,5
cross-sectional studies,procedures,5
cross-sectional studies,financial management,6
cross-sectional studies,socioeconomics,7
cross-sectional studies,surveys and questionnaires,14
cross-sectional studies,questionnaire,18
cross-sectional studies,mobile phone,3
cross-sectional studies,sex factors,3
cross-sectional studies,south africa,3
cross-sectional studies,psychology,9
cross-sectional studies,income,5
cross-sectional studies,behavior,5
cross-sectional studies,utilization,3
cross-sectional studies,women,3
cross-sectional studies,sexual behavior,4
cross-sectional studies,major clinical study,11
cross-sectional studies,literacy,4
cross-sectional studies,human experiment,4
cross-sectional studies,child,7
cross-sectional studies,bank employee,3
cross-sectional studies,prevalence,7
cross-sectional studies,employee,4
cross-sectional studies,risk factor,5
cross-sectional studies,psychometry,3
cross-sectional studies,psychometrics,3
cross-sectional studies,stress,3
cross-sectional studies,household income,3
cross-sectional studies,social status,5
cross-sectional studies,health care delivery,3
cross-sectional studies,demography,4
cross-sectional studies,technology,3
cross-sectional studies,self report,3
cross-sectional studies,infant,4
cross-sectional studies,"aged, 80 and over",5
cross-sectional studies,rural area,5
cross-sectional studies,"child, preschool",5
cross-sectional studies,aged,8
cross-sectional studies,health survey,6
cross-sectional studies,patient acceptance of health care,4
cross-sectional studies,statistical model,4
cross-sectional studies,gender,5
cross-sectional studies,very elderly,3
cross-sectional studies,family characteristics,3
cross-sectional studies,catering service,5
cross-sectional studies,food supply,5
cross-sectional studies,food insecurity,5
cross-sectional studies,food security,5
cross-sectional studies,"health knowledge, attitudes, practice",8
cross-sectional studies,contraception behavior,3
cross-sectional studies,contraceptive behavior,3
cross-sectional studies,family planning,3
cross-sectional studies,epidemiology,7
cross-sectional studies,spouse,4
cross-sectional studies,ethiopia,7
cross-sectional studies,spouses,4
cross-sectional studies,marriage,9
cross-sectional studies,family planning services,3
cross-sectional studies,contraception,4
cross-sectional studies,attitude to health,8
cross-sectional studies,older adults,3
cross-sectional studies,"stress, psychological",3
cross-sectional studies,occupation,3
cross-sectional studies,mental stress,3
cross-sectional studies,mental health,3
cross-sectional studies,job satisfaction,4
cross-sectional studies,household,6
cross-sectional studies,coping behavior,4
cross-sectional studies,"adaptation, psychological",3
cross-sectional studies,family structure,3
cross-sectional studies,patient attitude,4
cross-sectional studies,married woman,3
cross-sectional studies,health care facility,5
cross-sectional studies,health facilities,3
cross-sectional studies,educational status,7
cross-sectional studies,malaria,3
cross-sectional studies,preschool child,4
cross-sectional studies,reproductive health,3
cross-sectional studies,logistic models,3
cross-sectional studies,economic aspect,3
cross-sectional studies,health behavior,3
cross-sectional studies,interview,3
cross-sectional studies,sex difference,3
health expenditures,family characteristics,3
health expenditures,household,3
health expenditures,socioeconomics,4
health expenditures,china,4
retrospective study,household,3
retrospective study,aged,3
leisure,aged,3
economic well-being,aged,5
economic well-being,decision making,4
economic well-being,financial inclusion,5
economic well-being,clinical article,3
economic well-being,financial management,3
economic well-being,financial literacy,3
economic well-being,financial capability,3
economic well-being,financial education,3
cognitive defect,aged,3
case control study,case-control studies,3
household,socioeconomics,11
household,aged,7
household,major clinical study,11
household,decision making,8
household,family characteristics,14
household,outcome assessment,3
household,wellbeing,5
household,family size,9
household,instrumental variable analysis,4
household,financial inclusion,12
household,india,6
household,empowerment,3
household,health behavior,8
household,money,5
household,education,6
household,human experiment,4
household,child,4
household,food insecurity,3
household,food security,4
household,food,3
household,rural population,7
household,epidemiology,3
household,health status,3
household,consumer,6
household,china,6
household,consumption behavior,3
household,household income,5
household,finance,8
household,health care,3
household,statistical model,4
household,social status,6
household,help seeking behavior,3
household,statistics and numerical data,4
household,logistic models,4
household,household survey,3
household,remittances,3
household,migration,3
household,health survey,3
household,educational status,4
household,coping behavior,3
household,literacy,4
household,investment,4
household,catering service,4
household,economic aspect,6
household,public health,4
household,demography,4
household,procedures,3
household,psychology,3
household,government,5
household,entrepreneurship,3
household,financial management,5
household,mobile phone,3
household,gender,5
household,rural area,5
household,insurance,3
household,income,7
household,marriage,4
household,family structure,5
household,lowest income group,4
socioeconomics,aged,14
socioeconomics,major clinical study,9
socioeconomics,decision making,5
socioeconomics,age,5
socioeconomics,rural population,8
socioeconomics,procedures,3
socioeconomics,financial management,6
socioeconomics,surveys and questionnaires,4
socioeconomics,questionnaire,4
socioeconomics,age factors,3
socioeconomics,sex factor,3
socioeconomics,"financing, personal",4
socioeconomics,sex factors,3
socioeconomics,family characteristics,9
socioeconomics,family size,3
socioeconomics,financial inclusion,3
socioeconomics,cultural factor,3
socioeconomics,psychology,9
socioeconomics,mother,3
socioeconomics,economic aspect,5
socioeconomics,india,4
socioeconomics,aging,4
socioeconomics,health survey,6
socioeconomics,risk factor,4
socioeconomics,help seeking behavior,4
socioeconomics,health behavior,4
socioeconomics,patient acceptance of health care,7
socioeconomics,patient attitude,9
socioeconomics,social class,4
socioeconomics,epidemiology,8
socioeconomics,health status,5
socioeconomics,china,6
socioeconomics,interviews as topic,3
socioeconomics,mental disease,3
socioeconomics,income,7
socioeconomics,mental health,4
socioeconomics,qualitative research,3
socioeconomics,interview,6
socioeconomics,geographic distribution,3
